nprobe,peak_memory_before_MB,peak_memory_after_MB
500,99.8633,99.8633
1500,100,100
2500,100.074,100.074
3500,99.957,99.957
4500,100.004,100.004
5500,99.9883,99.9883
6500,100.07,100.07
7500,100.07,100.07
8500,100.117,100.117
9500,100.047,100.047
10500,100.141,100.141
11500,100.02,100.02
12500,100.164,100.164
13500,100.035,100.035
14500,100.113,100.113
15500,99.9688,99.9688
16500,100.074,100.074
17500,99.7461,99.7461
18500,100.129,100.129
19500,99.9102,99.9102
20500,99.9336,99.9336
21500,100.031,100.031
22500,99.8945,99.8945
23500,99.9141,99.9141
24500,99.8867,99.8867
25500,99.8516,99.8516
26500,99.8633,99.8633
27500,99.9883,99.9883
28500,99.8281,99.8281
29500,99.8906,99.8906
30000,100.02,100.02
