nprobe,QPS,Recall@10
500,8300.22,0.9645
1500,6128,0.987
2500,5421.45,0.9875
3500,4287.78,0.988
4500,3550.67,0.988
5500,3107.83,0.988
6500,2712.38,0.988
7500,2522.6,0.988
8500,2188.63,0.988
9500,1938.9,0.988
10500,1702.82,0.988
11500,1697.01,0.988
12500,1367.26,0.988
13500,1342.98,0.988
14500,1264.08,0.988
15500,1277.19,0.988
16500,1386.18,0.988
17500,1258.54,0.988
18500,1283.46,0.988
19500,1294.83,0.988
20500,1336.89,0.988
21500,1244.09,0.988
22500,1374.27,0.988
23500,1224.54,0.988
24500,1263.15,0.988
25500,1248.82,0.988
26500,1307.56,0.988
27500,1269.73,0.988
28500,1286.85,0.988
29500,1280.27,0.988
30000,1317.01,0.988
