nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.5547,93.5547
1500,93.5586,93.5586
2500,93.4492,93.4492
3500,93.5703,93.5703
4500,93.6484,93.6484
5500,93.4336,93.4336
6500,93.5625,93.5625
7500,93.4023,93.4023
8500,93.4805,93.4805
9500,93.3086,93.3086
10500,93.4688,93.4688
11500,93.2305,93.2305
12500,93.293,93.293
13500,93.3047,93.3047
14500,93.6562,93.6562
15500,93.4336,93.4336
16500,93.3477,93.3477
17500,93.5938,93.5938
18500,93.6523,93.6523
19500,93.4922,93.4922
20500,93.5586,93.5586
21500,93.5469,93.5469
22500,93.6445,93.6445
23500,93.3281,93.3281
24500,93.3711,93.3711
25500,93.5312,93.5312
26500,93.582,93.582
27500,93.5938,93.5938
28500,93.6133,93.6133
29500,93.2422,93.2422
30000,93.582,93.582
