nprobe,QPS,Recall@10
500,2190.76,0.971
1500,1061.8,0.984
2500,679.189,0.9845
3500,553.306,0.9845
4500,457.03,0.9845
5500,477.731,0.9845
6500,500.305,0.9845
7500,508.682,0.9845
8500,510.672,0.9845
9500,506.115,0.9845
10500,506.856,0.9845
11500,509.265,0.9845
12500,512.155,0.9845
13500,508.186,0.9845
14500,506.349,0.9845
15500,504.525,0.9845
16500,508.081,0.9845
17500,506.799,0.9845
18500,499.111,0.9845
19500,498.013,0.9845
20500,505.867,0.9845
21500,504.534,0.9845
22500,512.67,0.9845
23500,507.384,0.9845
24500,506.484,0.9845
25500,485.519,0.9845
26500,506.399,0.9845
27500,504.388,0.9845
28500,509.399,0.9845
29500,505.375,0.9845
30000,497.383,0.9845
