nprobe,QPS,Recall@10
500,4074.46,0.974
1500,4210.85,0.974
2500,4118.96,0.974
3500,4963.17,0.974
4500,4135.12,0.974
5500,4596.16,0.974
6500,4063.46,0.974
7500,4071.44,0.974
8500,4446.91,0.974
9500,4367.64,0.974
10500,4600.04,0.974
11500,4073.77,0.974
12500,4100.67,0.974
13500,3684.81,0.974
14500,4105.45,0.974
15500,4353.5,0.974
16500,4730.8,0.974
17500,4184.95,0.974
18500,4037.58,0.974
19500,4462.22,0.974
20500,4170.22,0.974
21500,4168.44,0.974
22500,4047.86,0.974
23500,4160.67,0.974
24500,4588.67,0.974
25500,4408.3,0.974
26500,4140.58,0.974
27500,4203.35,0.974
28500,4045.94,0.974
29500,4279.53,0.974
30000,4044.92,0.974
