nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.79,1111.79
1500,1111.99,1111.99
2500,1111.78,1111.78
3500,1111.66,1111.66
4500,1111.75,1111.75
5500,1111.91,1111.91
6500,1111.82,1111.82
7500,1111.69,1111.69
8500,1111.92,1111.92
9500,1111.59,1111.59
10500,1111.77,1111.77
11500,1111.54,1111.54
12500,1111.96,1111.96
13500,1111.95,1111.95
14500,1111.6,1111.6
15500,1111.88,1111.88
16500,1111.83,1111.83
17500,1111.82,1111.82
18500,1111.93,1111.93
19500,1111.71,1111.71
20500,1111.87,1111.87
21500,1111.91,1111.91
22500,1111.92,1111.92
23500,1111.74,1111.74
24500,1112.01,1112.01
25500,1111.86,1111.86
26500,1111.89,1111.89
27500,1111.84,1111.84
28500,1111.66,1111.66
29500,1111.69,1111.69
30000,1111.95,1111.95
