nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1154.07,1154.07
1500,1153.86,1153.86
2500,1153.98,1153.98
3500,1154.13,1154.13
4500,1154.02,1154.02
5500,1153.89,1153.89
6500,1153.95,1153.95
7500,1154.04,1154.04
8500,1154.12,1154.12
9500,1154.13,1154.13
10500,1153.88,1153.88
11500,1154.03,1154.03
12500,1153.82,1153.82
13500,1154.11,1154.11
14500,1153.91,1153.91
15500,1153.88,1153.88
16500,1154.09,1154.09
17500,1154.12,1154.12
18500,1154,1154
19500,1153.88,1153.88
20500,1154.1,1154.1
21500,1153.96,1153.96
22500,1153.89,1153.89
23500,1153.9,1153.9
24500,1154.16,1154.16
25500,1154,1154
26500,1154,1154
27500,1153.96,1153.96
28500,1153.88,1153.88
29500,1153.98,1153.98
30000,1154.04,1154.04
