nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1030.77,1030.77
1500,1030.48,1030.48
2500,1030.71,1030.71
3500,1030.67,1030.67
4500,1030.61,1030.61
5500,1030.72,1030.72
6500,1030.68,1030.68
7500,1030.48,1030.48
8500,1030.77,1030.77
9500,1030.55,1030.55
10500,1030.73,1030.73
11500,1030.72,1030.72
12500,1030.8,1030.8
13500,1030.73,1030.73
14500,1030.48,1030.48
15500,1030.61,1030.61
16500,1030.73,1030.73
17500,1030.77,1030.77
18500,1030.83,1030.83
19500,1030.62,1030.62
20500,1030.65,1030.65
21500,1030.55,1030.55
22500,1030.59,1030.59
23500,1030.4,1030.4
24500,1030.55,1030.55
25500,1030.66,1030.66
26500,1030.58,1030.58
27500,1030.76,1030.76
28500,1030.64,1030.64
29500,1030.73,1030.73
30000,1030.73,1030.73
