nprobe,QPS,Recall@10
500,3215.06,0.967
1500,1815.79,0.9785
2500,1279.8,0.9785
3500,1196.35,0.9785
4500,1095.09,0.9785
5500,797.912,0.9785
6500,964.274,0.9785
7500,1094.4,0.9785
8500,1321.2,0.9785
9500,1087.18,0.9785
10500,1035.25,0.9785
11500,1086.73,0.9785
12500,1292.63,0.9785
13500,1174.49,0.9785
14500,1102.77,0.9785
15500,1119.5,0.9785
16500,1177.34,0.9785
17500,1420.38,0.9785
18500,1149.31,0.9785
19500,1149.73,0.9785
20500,1117.23,0.9785
21500,1033.34,0.9785
22500,1258.76,0.9785
23500,1467.68,0.9785
24500,1885.85,0.9785
25500,2199.37,0.9785
26500,2570.6,0.9785
27500,2082.29,0.9785
28500,1127.38,0.9785
29500,1097.81,0.9785
30000,1134.3,0.9785
