nprobe,QPS,Recall@10
500,4040.97,0.9805
1500,4959.6,0.985
2500,4428.9,0.985
3500,3929.58,0.985
4500,4639.22,0.985
5500,3122.28,0.985
6500,2802.95,0.985
7500,3320.9,0.985
8500,2743.33,0.985
9500,3190.66,0.985
10500,2963.15,0.985
11500,2727.22,0.985
12500,2690.23,0.985
13500,3569.56,0.985
14500,1376.08,0.985
15500,1056.33,0.985
16500,1734.13,0.985
17500,2884.38,0.985
18500,2706.4,0.985
19500,2368.48,0.985
20500,2274.07,0.985
21500,2278.19,0.985
22500,3034.75,0.985
23500,3474.16,0.985
24500,2390.85,0.985
25500,2253.75,0.985
26500,2617.22,0.985
27500,2170.53,0.985
28500,3395.61,0.985
29500,2671.57,0.985
30000,3052.92,0.985
