nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1153.94,1153.94
1500,1153.91,1153.91
2500,1154.09,1154.09
3500,1153.97,1153.97
4500,1153.98,1153.98
5500,1154,1154
6500,1154.14,1154.14
7500,1153.8,1153.8
8500,1153.8,1153.8
9500,1153.96,1153.96
10500,1153.84,1153.84
11500,1153.87,1153.87
12500,1153.91,1153.91
13500,1154,1154
14500,1154.13,1154.13
15500,1153.91,1153.91
16500,1153.96,1153.96
17500,1153.74,1153.74
18500,1153.91,1153.91
19500,1153.91,1153.91
20500,1154.2,1154.2
21500,1153.98,1153.98
22500,1154.09,1154.09
23500,1153.71,1153.71
24500,1154.09,1154.09
25500,1154.04,1154.04
26500,1153.84,1153.84
27500,1154.07,1154.07
28500,1153.82,1153.82
29500,1153.94,1153.94
30000,1153.91,1153.91
