nprobe,QPS,Recall@10
500,5099.9,0.71853
1500,2224.58,0.92287
2500,1422.91,0.96929
3500,1036.25,0.98172
4500,817.382,0.98428
5500,671.055,0.98463
6500,622.144,0.98463
7500,620.588,0.98463
8500,622.954,0.98463
9500,621.647,0.98463
10500,623.673,0.98463
11500,622.386,0.98463
12500,622.3,0.98463
13500,623.446,0.98463
14500,619.512,0.98463
15500,622.308,0.98463
16500,622.44,0.98463
17500,621.392,0.98463
18500,622.07,0.98463
19500,623.066,0.98463
20500,621.037,0.98463
21500,621.264,0.98463
22500,622.92,0.98463
23500,623.213,0.98463
24500,621.544,0.98463
25500,621.783,0.98463
26500,622.716,0.98463
27500,621.115,0.98463
28500,621.499,0.98463
29500,620.648,0.98463
30000,623.3,0.98463
