nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.18,1019.18
1500,1018.89,1018.89
2500,1019.08,1019.08
3500,1019.01,1019.01
4500,1019.24,1019.24
5500,1018.99,1018.99
6500,1019.12,1019.12
7500,1019.05,1019.05
8500,1019.07,1019.07
9500,1018.91,1018.91
10500,1019.05,1019.05
11500,1018.97,1018.97
12500,1019.18,1019.18
13500,1018.87,1018.87
14500,1019.11,1019.11
15500,1019.07,1019.07
16500,1019.16,1019.16
17500,1018.86,1018.86
18500,1019.03,1019.03
19500,1019.08,1019.08
20500,1019.02,1019.02
21500,1019.14,1019.14
22500,1019.18,1019.18
23500,1019.18,1019.18
24500,1019.06,1019.06
25500,1018.79,1018.79
26500,1019.05,1019.05
27500,1018.99,1018.99
28500,1018.89,1018.89
29500,1019.03,1019.03
30000,1018.85,1018.85
