nprobe,QPS,Recall@10
500,155370,0.19834
1500,91863.4,0.40866
2500,60125.1,0.5045
3500,45133.2,0.56087
4500,36469.2,0.60132
5500,27395.7,0.6326
6500,26131.3,0.65747
7500,22850.6,0.67896
8500,20384.5,0.6973
9500,18348.4,0.71395
10500,16668.1,0.7291
11500,15217.6,0.74231
12500,14025,0.75395
13500,12956.5,0.76393
14500,11879.7,0.77403
15500,11249.2,0.78299
16500,10582.2,0.79075
17500,9543.6,0.79835
18500,9402.02,0.80541
19500,8889.4,0.81161
20500,8438.43,0.81756
21500,8051.67,0.82329
22500,7680.15,0.82899
23500,7345.71,0.83438
24500,7039.6,0.83923
25500,6775.51,0.84387
26500,6514.35,0.84872
27500,6256.42,0.85299
28500,6036.04,0.85713
29500,5763.27,0.86056
30000,5728.88,0.86217
