nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3356.73,3356.73
1500,3356.85,3356.85
2500,3356.61,3356.61
3500,3356.82,3356.82
4500,3356.79,3356.79
5500,3357,3357
6500,3356.93,3356.93
7500,3357.02,3357.02
8500,3356.94,3356.94
9500,3356.88,3356.88
10500,3356.81,3356.81
11500,3356.79,3356.79
12500,3356.88,3356.88
13500,3356.86,3356.86
14500,3356.91,3356.91
15500,3356.84,3356.84
16500,3356.98,3356.98
17500,3356.73,3356.73
18500,3356.93,3356.93
19500,3356.72,3356.72
20500,3356.73,3356.73
21500,3356.86,3356.86
22500,3357,3357
23500,3356.75,3356.75
24500,3356.86,3356.86
25500,3356.71,3356.71
26500,3356.73,3356.73
27500,3356.82,3356.82
28500,3356.94,3356.94
29500,3356.85,3356.85
30000,3356.62,3356.62
