nprobe,QPS,Recall@10
500,6969.49,0.9805
1500,3969.41,0.9805
2500,2779.59,0.9805
3500,2155.27,0.9805
4500,2242.38,0.9805
5500,2182.48,0.9805
6500,2046.29,0.9805
7500,2074.21,0.9805
8500,2082.34,0.9805
9500,2050.44,0.9805
10500,2084.37,0.9805
11500,2089.06,0.9805
12500,2097.36,0.9805
13500,2105,0.9805
14500,2229.51,0.9805
15500,2116.79,0.9805
16500,2071.01,0.9805
17500,2101.93,0.9805
18500,2097,0.9805
19500,2124.68,0.9805
20500,2206.27,0.9805
21500,2269.35,0.9805
22500,2136.99,0.9805
23500,2146.08,0.9805
24500,2096.67,0.9805
25500,2189.89,0.9805
26500,2097.81,0.9805
27500,2073.46,0.9805
28500,2164.21,0.9805
29500,2050.65,0.9805
30000,2048.14,0.9805
