nprobe,QPS,Recall@10
500,17285.7,0.339
1500,5252.99,0.339
2500,11411.4,0.339
3500,7190.19,0.339
4500,6239.84,0.339
5500,7691.81,0.339
6500,8313.95,0.339
7500,8034.83,0.339
8500,50570.2,0.339
9500,50270.2,0.339
10500,11399.6,0.339
11500,35390.5,0.339
12500,52224.9,0.339
13500,8462.1,0.339
14500,11242.6,0.339
15500,15629.1,0.339
16500,8308.19,0.339
17500,8272.11,0.339
18500,11816.4,0.339
19500,20328.1,0.339
20500,46609.3,0.339
21500,11565.3,0.339
22500,4083.89,0.339
23500,6659.11,0.339
24500,6385.67,0.339
25500,11363.9,0.339
26500,11429.2,0.339
27500,9274.01,0.339
28500,20105.1,0.339
29500,5687.99,0.339
30000,12529.4,0.339
