nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.16,1019.16
1500,1018.93,1018.93
2500,1019.15,1019.15
3500,1019.19,1019.19
4500,1019.19,1019.19
5500,1019.02,1019.02
6500,1019.13,1019.13
7500,1019.11,1019.11
8500,1019.07,1019.07
9500,1018.97,1018.97
10500,1018.92,1018.92
11500,1019,1019
12500,1018.82,1018.82
13500,1019.17,1019.17
14500,1018.92,1018.92
15500,1018.89,1018.89
16500,1019.11,1019.11
17500,1019.1,1019.1
18500,1019.1,1019.1
19500,1019.18,1019.18
20500,1019.22,1019.22
21500,1018.91,1018.91
22500,1018.98,1018.98
23500,1019.09,1019.09
24500,1018.95,1018.95
25500,1019.02,1019.02
26500,1018.84,1018.84
27500,1018.91,1018.91
28500,1018.78,1018.78
29500,1019.04,1019.04
30000,1018.92,1018.92
