nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1154,1154
1500,1154.12,1154.12
2500,1154.02,1154.02
3500,1154.11,1154.11
4500,1154.12,1154.12
5500,1153.76,1153.76
6500,1154.07,1154.07
7500,1153.87,1153.87
8500,1153.84,1153.84
9500,1153.93,1153.93
10500,1153.96,1153.96
11500,1153.88,1153.88
12500,1153.88,1153.88
13500,1154.11,1154.11
14500,1153.93,1153.93
15500,1153.92,1153.92
16500,1154.07,1154.07
17500,1153.88,1153.88
18500,1154.02,1154.02
19500,1154.12,1154.12
20500,1153.94,1153.94
21500,1154.07,1154.07
22500,1154.11,1154.11
23500,1154.07,1154.07
24500,1153.98,1153.98
25500,1154.13,1154.13
26500,1154.03,1154.03
27500,1153.9,1153.9
28500,1153.71,1153.71
29500,1153.79,1153.79
30000,1154.12,1154.12
