nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7627.12,7627.12
1500,7627.06,7627.06
2500,7627.32,7627.32
3500,7627.11,7627.11
4500,7627.31,7627.31
5500,7627.09,7627.09
6500,7627.27,7627.27
7500,7627.24,7627.24
8500,7627.08,7627.08
9500,7627.13,7627.13
10500,7627.07,7627.07
11500,7627.12,7627.12
12500,7627.14,7627.14
13500,7627.04,7627.04
14500,7627.27,7627.27
15500,7627.06,7627.06
16500,7627.18,7627.18
17500,7627.09,7627.09
18500,7626.99,7626.99
19500,7627.27,7627.27
20500,7627.31,7627.31
21500,7627.31,7627.31
22500,7627.12,7627.12
23500,7627.23,7627.23
24500,7627.21,7627.21
25500,7627.25,7627.25
26500,7627.14,7627.14
27500,7626.95,7626.95
28500,7627.12,7627.12
29500,7627.24,7627.24
30000,7627.31,7627.31
