nprobe,QPS,Recall@10
500,3283.05,0.6082
1500,1721.15,0.8366
2500,1129.72,0.9096
3500,820.758,0.9419
4500,658.143,0.9586
5500,562.352,0.9677
6500,489.548,0.9738
7500,430.796,0.9776
8500,385.702,0.9793
9500,351.47,0.981
10500,328.359,0.9823
11500,299.702,0.983
12500,283.243,0.9833
13500,265.139,0.9838
14500,250.078,0.984
15500,236.128,0.9841
16500,222.656,0.9842
17500,213.91,0.9842
18500,205.185,0.9842
19500,193.327,0.9842
20500,187.119,0.9844
21500,181.05,0.9844
22500,174.497,0.9843
23500,167.613,0.9843
24500,160.706,0.9843
25500,159.109,0.9843
26500,155.069,0.9843
27500,150.825,0.9843
28500,147.283,0.9843
29500,144.388,0.9843
30000,142.516,0.9843
