nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.07,1019.07
1500,1019.15,1019.15
2500,1019.12,1019.12
3500,1019.05,1019.05
4500,1019.07,1019.07
5500,1019.04,1019.04
6500,1019.16,1019.16
7500,1019.02,1019.02
8500,1018.99,1018.99
9500,1019.03,1019.03
10500,1018.97,1018.97
11500,1019.09,1019.09
12500,1019.01,1019.01
13500,1018.99,1018.99
14500,1018.95,1018.95
15500,1019,1019
16500,1019.07,1019.07
17500,1019.18,1019.18
18500,1019.13,1019.13
19500,1018.98,1018.98
20500,1018.84,1018.84
21500,1019.17,1019.17
22500,1019.06,1019.06
23500,1019.09,1019.09
24500,1019.24,1019.24
25500,1018.81,1018.81
26500,1018.94,1018.94
27500,1018.84,1018.84
28500,1019.16,1019.16
29500,1019.19,1019.19
30000,1018.93,1018.93
