nprobe,QPS,Recall@10
500,2335.89,0.9735
1500,2739.32,0.9735
2500,1934.77,0.9735
3500,2603.72,0.9735
4500,2221.81,0.9735
5500,2752.83,0.9735
6500,2385.64,0.9735
7500,1961.38,0.9735
8500,2782.22,0.9735
9500,2360.64,0.9735
10500,2284.41,0.9735
11500,2650.23,0.9735
12500,2308.04,0.9735
13500,2592.16,0.9735
14500,2308.88,0.9735
15500,1372.84,0.9735
16500,1700.12,0.9735
17500,1639.86,0.9735
18500,2915.45,0.9735
19500,2663.3,0.9735
20500,2704.47,0.9735
21500,2731.37,0.9735
22500,2600.26,0.9735
23500,2788.78,0.9735
24500,2317.79,0.9735
25500,2611.52,0.9735
26500,2533.96,0.9735
27500,2796.5,0.9735
28500,2913.96,0.9735
29500,2543.14,0.9735
30000,1721.9,0.9735
