nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1153.86,1153.86
1500,1154,1154
2500,1154.02,1154.02
3500,1154.16,1154.16
4500,1153.87,1153.87
5500,1154.15,1154.15
6500,1153.98,1153.98
7500,1154.13,1154.13
8500,1153.89,1153.89
9500,1154.08,1154.08
10500,1154.08,1154.08
11500,1153.87,1153.87
12500,1154.06,1154.06
13500,1154.12,1154.12
14500,1153.9,1153.9
15500,1154.13,1154.13
16500,1153.8,1153.8
17500,1153.98,1153.98
18500,1154.03,1154.03
19500,1153.93,1153.93
20500,1154.08,1154.08
21500,1154,1154
22500,1154.03,1154.03
23500,1153.96,1153.96
24500,1154.14,1154.14
25500,1154.14,1154.14
26500,1154.08,1154.08
27500,1154.07,1154.07
28500,1154.02,1154.02
29500,1154.09,1154.09
30000,1154.04,1154.04
