nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.08,7505.08
1500,7505.16,7505.16
2500,7504.92,7504.92
3500,7505.21,7505.21
4500,7504.98,7504.98
5500,7505.2,7505.2
6500,7504.98,7504.98
7500,7505.02,7505.02
8500,7505.3,7505.3
9500,7505.16,7505.16
10500,7505,7505
11500,7505.2,7505.2
12500,7505.04,7505.04
13500,7504.98,7504.98
14500,7505.21,7505.21
15500,7505.03,7505.03
16500,7505.02,7505.02
17500,7504.95,7504.95
18500,7505.17,7505.17
19500,7505.21,7505.21
20500,7505.28,7505.28
21500,7505.11,7505.11
22500,7505.05,7505.05
23500,7505.02,7505.02
24500,7505.11,7505.11
25500,7505.15,7505.15
26500,7505.04,7505.04
27500,7505.03,7505.03
28500,7505.13,7505.13
29500,7505.01,7505.01
30000,7505.21,7505.21
