nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.87,1111.87
1500,1111.64,1111.64
2500,1111.73,1111.73
3500,1111.88,1111.88
4500,1111.71,1111.71
5500,1111.85,1111.85
6500,1111.88,1111.88
7500,1111.7,1111.7
8500,1111.69,1111.69
9500,1111.89,1111.89
10500,1111.73,1111.73
11500,1111.82,1111.82
12500,1111.78,1111.78
13500,1111.74,1111.74
14500,1111.91,1111.91
15500,1111.92,1111.92
16500,1111.65,1111.65
17500,1111.79,1111.79
18500,1111.89,1111.89
19500,1111.77,1111.77
20500,1111.86,1111.86
21500,1111.8,1111.8
22500,1111.77,1111.77
23500,1111.85,1111.85
24500,1111.93,1111.93
25500,1111.83,1111.83
26500,1111.6,1111.6
27500,1111.84,1111.84
28500,1111.71,1111.71
29500,1111.89,1111.89
30000,1111.86,1111.86
