nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7627.2,7627.2
1500,7626.99,7626.99
2500,7627.37,7627.37
3500,7627.24,7627.24
4500,7627.1,7627.1
5500,7626.98,7626.98
6500,7627.22,7627.22
7500,7626.94,7626.94
8500,7627.27,7627.27
9500,7627.37,7627.37
10500,7627.27,7627.27
11500,7627.3,7627.3
12500,7627.05,7627.05
13500,7627.18,7627.18
14500,7627.31,7627.31
15500,7627.05,7627.05
16500,7627.18,7627.18
17500,7627.21,7627.21
18500,7627.01,7627.01
19500,7627.16,7627.16
20500,7627.07,7627.07
21500,7627.02,7627.02
22500,7627.18,7627.18
23500,7627.21,7627.21
24500,7627.08,7627.08
25500,7627.13,7627.13
26500,7627.35,7627.35
27500,7627.12,7627.12
28500,7627.3,7627.3
29500,7627.12,7627.12
30000,7627.21,7627.21
