nprobe,QPS,Recall@10
500,38484.6,0.97337
1500,35297.1,0.97337
2500,36869.6,0.97337
3500,38340.1,0.97337
4500,42347.2,0.97337
5500,36993,0.97337
6500,36752.6,0.97337
7500,41019.9,0.97337
8500,37450.6,0.97337
9500,36941.6,0.97337
10500,33550.3,0.97337
11500,35959.2,0.97337
12500,36201.4,0.97337
13500,36059.3,0.97337
14500,35494.6,0.97337
15500,41207.7,0.97337
16500,36643.2,0.97337
17500,37341.9,0.97337
18500,41319.4,0.97337
19500,36679.9,0.97337
20500,34984.4,0.97337
21500,38281.3,0.97337
22500,43204.4,0.97337
23500,37185.1,0.97337
24500,38395.2,0.97337
25500,36918.6,0.97337
26500,37100.5,0.97337
27500,37058.1,0.97337
28500,40503.9,0.97337
29500,41979.5,0.97337
30000,39838.2,0.97337
