nprobe,QPS,Recall@10
500,24801.4,0.2508
1500,9904.71,0.4697
2500,5958.95,0.5845
3500,4512.89,0.6603
4500,3649.31,0.7141
5500,3019.2,0.7554
6500,2595.44,0.7878
7500,2280.96,0.8135
8500,2019.92,0.8349
9500,1823.06,0.851
10500,1651.6,0.8679
11500,1516.18,0.8801
12500,1388.73,0.8908
13500,1298.7,0.901
14500,1198.07,0.9096
15500,1135.98,0.9174
16500,1063.68,0.9252
17500,1007.31,0.9317
18500,947.885,0.9361
19500,902.277,0.9411
20500,859.765,0.9459
21500,822.492,0.9495
22500,781.213,0.9522
23500,753.208,0.955
24500,721.823,0.9577
25500,690.121,0.96
26500,664.115,0.9616
27500,641.116,0.9631
28500,618.883,0.9647
29500,597.964,0.9667
30000,587.566,0.9676
