nprobe,peak_memory_before_MB,peak_memory_after_MB
500,100.016,100.016
1500,100.039,100.039
2500,99.8125,99.8125
3500,100.078,100.078
4500,99.7656,99.7656
5500,99.8008,99.8008
6500,100.133,100.133
7500,99.7852,99.7852
8500,99.8242,99.8242
9500,99.9258,99.9258
10500,100.016,100.016
11500,99.9062,99.9062
12500,99.8711,99.8711
13500,99.8711,99.8711
14500,100.031,100.031
15500,99.875,99.875
16500,99.8477,99.8477
17500,99.8477,99.8477
18500,99.8164,99.8164
19500,100.152,100.152
20500,99.9648,99.9648
21500,99.8906,99.8906
22500,100.023,100.023
23500,100.051,100.051
24500,100.043,100.043
25500,99.9258,99.9258
26500,100.152,100.152
27500,100.137,100.137
28500,100.152,100.152
29500,99.9688,99.9688
30000,100.004,100.004
