nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.4648,93.4648
1500,93.6094,93.6094
2500,93.4844,93.4844
3500,93.4453,93.4453
4500,93.5078,93.5078
5500,93.2617,93.2617
6500,93.4648,93.4648
7500,93.4883,93.4883
8500,93.6445,93.6445
9500,93.5586,93.5586
10500,93.3047,93.3047
11500,93.4336,93.4336
12500,93.3516,93.3516
13500,93.3398,93.3398
14500,93.5273,93.5273
15500,93.4648,93.4648
16500,93.6211,93.6211
17500,93.293,93.293
18500,93.4297,93.4297
19500,93.5508,93.5508
20500,93.4961,93.4961
21500,93.3281,93.3281
22500,93.1836,93.1836
23500,93.5703,93.5703
24500,93.3555,93.3555
25500,93.4844,93.4844
26500,93.4219,93.4219
27500,93.4648,93.4648
28500,93.6094,93.6094
29500,93.3203,93.3203
30000,93.5938,93.5938
