nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1030.5,1030.5
1500,1030.66,1030.66
2500,1030.73,1030.73
3500,1030.64,1030.64
4500,1030.77,1030.77
5500,1030.79,1030.79
6500,1030.77,1030.77
7500,1030.76,1030.76
8500,1030.64,1030.64
9500,1030.5,1030.5
10500,1030.72,1030.72
11500,1030.52,1030.52
12500,1030.73,1030.73
13500,1030.55,1030.55
14500,1030.73,1030.73
15500,1030.66,1030.66
16500,1030.47,1030.47
17500,1030.5,1030.5
18500,1030.5,1030.5
19500,1030.61,1030.61
20500,1030.61,1030.61
21500,1030.62,1030.62
22500,1030.64,1030.64
23500,1030.62,1030.62
24500,1030.68,1030.68
25500,1030.74,1030.74
26500,1030.64,1030.64
27500,1030.75,1030.75
28500,1030.69,1030.69
29500,1030.52,1030.52
30000,1030.71,1030.71
