nprobe,QPS,Recall@10
500,68659,0.82336
1500,39474.3,0.95142
2500,28207.6,0.97432
3500,22568.7,0.98106
4500,17770.1,0.98366
5500,17806.6,0.98474
6500,14383.5,0.9852
7500,12388.1,0.9854
8500,11451.1,0.98546
9500,10483.5,0.98553
10500,8966.49,0.98555
11500,8221.58,0.98559
12500,7955.85,0.98562
13500,7195.24,0.98563
14500,6850.32,0.98563
15500,6475.88,0.98563
16500,5934.59,0.98563
17500,5639.18,0.98563
18500,5706.5,0.98563
19500,5121.08,0.98563
20500,5020.68,0.98563
21500,4975.92,0.98563
22500,4641.82,0.98563
23500,4496.48,0.98563
24500,4617.34,0.98563
25500,4284.72,0.98563
26500,3808.62,0.98563
27500,4292.6,0.98563
28500,3854.25,0.98563
29500,3819.63,0.98563
30000,3814.2,0.98563
