nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.73,1111.73
1500,1111.71,1111.71
2500,1111.86,1111.86
3500,1111.66,1111.66
4500,1111.77,1111.77
5500,1111.77,1111.77
6500,1111.83,1111.83
7500,1111.81,1111.81
8500,1111.95,1111.95
9500,1111.98,1111.98
10500,1111.75,1111.75
11500,1111.96,1111.96
12500,1111.67,1111.67
13500,1111.88,1111.88
14500,1111.85,1111.85
15500,1111.78,1111.78
16500,1111.86,1111.86
17500,1111.92,1111.92
18500,1111.75,1111.75
19500,1111.64,1111.64
20500,1111.8,1111.8
21500,1112.02,1112.02
22500,1111.95,1111.95
23500,1111.83,1111.83
24500,1111.89,1111.89
25500,1111.71,1111.71
26500,1111.98,1111.98
27500,1111.84,1111.84
28500,1111.89,1111.89
29500,1111.91,1111.91
30000,1111.64,1111.64
