nprobe,QPS,Recall@10
500,6348.97,0.881
1500,3332.49,0.975
2500,3460.64,0.984
3500,3199.86,0.986
4500,2416.13,0.987
5500,2810.1,0.9875
6500,1520.62,0.988
7500,1557.82,0.988
8500,1734.52,0.9885
9500,1763.47,0.9885
10500,1513.81,0.9885
11500,1302.77,0.9885
12500,970.334,0.9885
13500,1003.91,0.9885
14500,1540.42,0.9885
15500,1492.68,0.9885
16500,943.927,0.9885
17500,1040.02,0.9885
18500,1363.43,0.9885
19500,1612.5,0.9885
20500,861.941,0.9885
21500,983.607,0.9885
22500,786.28,0.9885
23500,952.067,0.9885
24500,818.869,0.9885
25500,674.507,0.9885
26500,1140.85,0.9885
27500,1045.75,0.9885
28500,1094.44,0.9885
29500,984.095,0.9885
30000,1096.91,0.9885
