nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7627.14,7627.14
1500,7627.27,7627.27
2500,7627.34,7627.34
3500,7627.08,7627.08
4500,7627.21,7627.21
5500,7627.04,7627.04
6500,7626.96,7626.96
7500,7627.18,7627.18
8500,7627.29,7627.29
9500,7627.09,7627.09
10500,7627,7627
11500,7627.16,7627.16
12500,7627,7627
13500,7626.98,7626.98
14500,7627.21,7627.21
15500,7627.31,7627.31
16500,7627.16,7627.16
17500,7627.21,7627.21
18500,7627.13,7627.13
19500,7627.16,7627.16
20500,7627.31,7627.31
21500,7627.09,7627.09
22500,7627.12,7627.12
23500,7627.38,7627.38
24500,7627.15,7627.15
25500,7627.12,7627.12
26500,7627.02,7627.02
27500,7627.05,7627.05
28500,7627.16,7627.16
29500,7627.05,7627.05
30000,7627.36,7627.36
