nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3356.85,3356.85
1500,3357.02,3357.02
2500,3356.85,3356.85
3500,3356.99,3356.99
4500,3356.83,3356.83
5500,3356.77,3356.77
6500,3356.91,3356.91
7500,3357,3357
8500,3356.99,3356.99
9500,3356.74,3356.74
10500,3356.84,3356.84
11500,3356.86,3356.86
12500,3356.85,3356.85
13500,3357.04,3357.04
14500,3356.82,3356.82
15500,3356.68,3356.68
16500,3356.6,3356.6
17500,3356.72,3356.72
18500,3356.8,3356.8
19500,3356.93,3356.93
20500,3356.99,3356.99
21500,3356.79,3356.79
22500,3357,3357
23500,3356.91,3356.91
24500,3356.88,3356.88
25500,3356.88,3356.88
26500,3356.83,3356.83
27500,3356.98,3356.98
28500,3356.71,3356.71
29500,3356.99,3356.99
30000,3356.82,3356.82
