nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1256.43,1256.43
1500,1256.19,1256.19
2500,1256.43,1256.43
3500,1256.47,1256.47
4500,1256.33,1256.33
5500,1256.35,1256.35
6500,1256.35,1256.35
7500,1256.43,1256.43
8500,1256.3,1256.3
9500,1256.33,1256.33
10500,1256.1,1256.1
11500,1256.16,1256.16
12500,1256.25,1256.25
13500,1256.26,1256.26
14500,1256.29,1256.29
15500,1256.49,1256.49
16500,1256.12,1256.12
17500,1256.12,1256.12
18500,1256.23,1256.23
19500,1256.18,1256.18
20500,1256.31,1256.31
21500,1256.32,1256.32
22500,1256.27,1256.27
23500,1256.46,1256.46
24500,1256.39,1256.39
25500,1256.11,1256.11
26500,1256.41,1256.41
27500,1256.28,1256.28
28500,1256.01,1256.01
29500,1256.33,1256.33
30000,1256.38,1256.38
