nprobe,QPS,Recall@10
500,2177.15,0.6605
1500,2210.01,0.8465
2500,1203.7,0.9065
3500,1166.73,0.9375
4500,791.017,0.9525
5500,762.032,0.9615
6500,737.343,0.9675
7500,589.3,0.9725
8500,508.339,0.9785
9500,495.904,0.979
10500,434.032,0.98
11500,448.505,0.981
12500,435.512,0.9815
13500,495.346,0.9815
14500,579.822,0.9815
15500,613.125,0.9825
16500,674.998,0.9865
17500,705.316,0.9875
18500,338.31,0.9875
19500,333.008,0.988
20500,551.592,0.988
21500,539.843,0.9885
22500,479.539,0.9885
23500,486.238,0.989
24500,480.103,0.989
25500,418.045,0.989
26500,438.888,0.989
27500,433.127,0.989
28500,389.919,0.989
29500,475.215,0.989
30000,409.64,0.989
