nprobe,QPS,Recall@10
500,6121.53,0.323
1500,3574.37,0.625
2500,2525.07,0.7475
3500,1909.3,0.828
4500,1535.46,0.874
5500,1022.21,0.9045
6500,876.236,0.926
7500,773.254,0.937
8500,679.53,0.947
9500,609.952,0.954
10500,559.278,0.961
11500,512.429,0.962
12500,473.464,0.9675
13500,443.621,0.9685
14500,368.129,0.971
15500,328.728,0.9715
16500,316.671,0.972
17500,292.474,0.9745
18500,256.204,0.9755
19500,251.77,0.9765
20500,207.928,0.9765
21500,212.117,0.9785
22500,198.017,0.979
23500,185.486,0.98
24500,192.951,0.9805
25500,181.097,0.981
26500,160.842,0.9805
27500,176.064,0.9805
28500,165.147,0.9815
29500,166.132,0.9825
30000,152.239,0.983
