nprobe,QPS,Recall@10
500,3482.38,0.98108
1500,3496.31,0.98108
2500,3509.17,0.98108
3500,3520.22,0.98108
4500,3490.17,0.98108
5500,3514.85,0.98108
6500,3487.26,0.98108
7500,3482.18,0.98108
8500,3510.71,0.98108
9500,3504.81,0.98108
10500,3492.28,0.98108
11500,3491.62,0.98108
12500,3492.35,0.98108
13500,3506.27,0.98108
14500,3512.75,0.98108
15500,3491.3,0.98108
16500,3480.41,0.98108
17500,3481.95,0.98108
18500,3482.74,0.98108
19500,3508.4,0.98108
20500,3484.91,0.98108
21500,3489.59,0.98108
22500,3516.2,0.98108
23500,3513.39,0.98108
24500,3507.64,0.98108
25500,3513.35,0.98108
26500,3510.18,0.98108
27500,3503.98,0.98108
28500,3472.43,0.98108
29500,3484.21,0.98108
30000,3502.79,0.98108
