nprobe,QPS,Recall@10
500,2273.2,0.931
1500,1003.38,0.9832
2500,607.533,0.9838
3500,447.794,0.9838
4500,448.272,0.9838
5500,449.012,0.9838
6500,449.957,0.9838
7500,449.381,0.9838
8500,444.299,0.9838
9500,448.073,0.9838
10500,449.847,0.9838
11500,449.127,0.9838
12500,448.265,0.9838
13500,448.828,0.9838
14500,450.752,0.9838
15500,447.458,0.9838
16500,449.115,0.9838
17500,449.23,0.9838
18500,449.001,0.9838
19500,448.251,0.9838
20500,447.469,0.9838
21500,449.302,0.9838
22500,436.276,0.9838
23500,448.022,0.9838
24500,448.93,0.9838
25500,447.227,0.9838
26500,449.679,0.9838
27500,444.433,0.9838
28500,444.222,0.9838
29500,449.761,0.9838
30000,446.945,0.9838
