nprobe,QPS,Recall@10
500,2673.34,0.9725
1500,2675.58,0.9725
2500,2682.3,0.9725
3500,2672.94,0.9725
4500,2646.33,0.9725
5500,2678.47,0.9725
6500,2686.96,0.9725
7500,2682.25,0.9725
8500,2682.12,0.9725
9500,2654.45,0.9725
10500,2674.09,0.9725
11500,2662.02,0.9725
12500,2601.05,0.9725
13500,2657.55,0.9725
14500,2667.48,0.9725
15500,2674.54,0.9725
16500,2677.66,0.9725
17500,2679.34,0.9725
18500,2666.12,0.9725
19500,2674.71,0.9725
20500,2673.04,0.9725
21500,2653.63,0.9725
22500,2639.41,0.9725
23500,2676.72,0.9725
24500,2670.42,0.9725
25500,2644.48,0.9725
26500,2659.32,0.9725
27500,2649.91,0.9725
28500,2585.31,0.9725
29500,2665.35,0.9725
30000,2666.62,0.9725
