nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1256.22,1256.22
1500,1256.2,1256.2
2500,1256.41,1256.41
3500,1256.18,1256.18
4500,1256.19,1256.19
5500,1256.1,1256.1
6500,1256.04,1256.04
7500,1256.12,1256.12
8500,1256.49,1256.49
9500,1256.17,1256.17
10500,1256.46,1256.46
11500,1256.17,1256.17
12500,1256.14,1256.14
13500,1256.11,1256.11
14500,1256.12,1256.12
15500,1256.38,1256.38
16500,1256.29,1256.29
17500,1256.23,1256.23
18500,1256.43,1256.43
19500,1256.05,1256.05
20500,1256.32,1256.32
21500,1256.36,1256.36
22500,1256.4,1256.4
23500,1256.41,1256.41
24500,1256.47,1256.47
25500,1256.33,1256.33
26500,1256.39,1256.39
27500,1256.43,1256.43
28500,1256.41,1256.41
29500,1256.36,1256.36
30000,1256.2,1256.2
