nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3356.85,3356.85
1500,3356.88,3356.88
2500,3356.94,3356.94
3500,3356.9,3356.9
4500,3356.72,3356.72
5500,3356.75,3356.75
6500,3356.75,3356.75
7500,3356.95,3356.95
8500,3356.85,3356.85
9500,3356.85,3356.85
10500,3356.96,3356.96
11500,3356.97,3356.97
12500,3356.94,3356.94
13500,3356.89,3356.89
14500,3356.82,3356.82
15500,3356.69,3356.69
16500,3356.81,3356.81
17500,3356.89,3356.89
18500,3356.62,3356.62
19500,3356.61,3356.61
20500,3356.89,3356.89
21500,3356.81,3356.81
22500,3356.91,3356.91
23500,3356.75,3356.75
24500,3356.97,3356.97
25500,3356.64,3356.64
26500,3356.82,3356.82
27500,3356.92,3356.92
28500,3356.95,3356.95
29500,3356.69,3356.69
30000,3356.96,3356.96
