nprobe,QPS,Recall@10
500,2773.51,0.644
1500,3097.82,0.644
2500,2988.02,0.644
3500,2695.32,0.644
4500,3370.67,0.644
5500,3439.52,0.644
6500,3574.99,0.644
7500,3543.58,0.644
8500,3585.28,0.644
9500,3595.33,0.644
10500,1482.13,0.644
11500,3210.65,0.644
12500,3455.03,0.644
13500,3602.94,0.644
14500,3538.32,0.644
15500,3595.42,0.644
16500,3579.62,0.644
17500,3587.24,0.644
18500,3590.16,0.644
19500,3586.76,0.644
20500,3566.51,0.644
21500,3555.38,0.644
22500,3589.16,0.644
23500,3578.56,0.644
24500,3601.4,0.644
25500,3578.38,0.644
26500,3591.5,0.644
27500,3596.69,0.644
28500,3595.66,0.644
29500,3581.24,0.644
30000,3586.54,0.644
