nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.4336,93.4336
1500,93.3164,93.3164
2500,93.5938,93.5938
3500,93.1641,93.1641
4500,93.3945,93.3945
5500,93.5078,93.5078
6500,93.3047,93.3047
7500,93.5977,93.5977
8500,93.4297,93.4297
9500,93.2031,93.2031
10500,93.5703,93.5703
11500,93.4844,93.4844
12500,93.1836,93.1836
13500,93.5078,93.5078
14500,93.3438,93.3438
15500,93.457,93.457
16500,93.418,93.418
17500,93.3438,93.3438
18500,93.418,93.418
19500,93.5625,93.5625
20500,93.5547,93.5547
21500,93.4453,93.4453
22500,93.3398,93.3398
23500,93.3086,93.3086
24500,93.1836,93.1836
25500,93.5664,93.5664
26500,93.5273,93.5273
27500,93.582,93.582
28500,93.4844,93.4844
29500,93.4961,93.4961
30000,93.5703,93.5703
