nprobe,QPS,Recall@10
500,6523.05,0.8665
1500,7693.58,0.965
2500,2901.07,0.9825
3500,5111.96,0.985
4500,2328.65,0.9855
5500,2389.41,0.986
6500,1751.95,0.987
7500,2216.88,0.987
8500,2711.95,0.9875
9500,1778.83,0.9875
10500,1937.49,0.9875
11500,1589.94,0.9875
12500,1868.5,0.9875
13500,1499.76,0.9875
14500,1509.76,0.9875
15500,1433.54,0.9875
16500,1301.93,0.9875
17500,1326.69,0.9875
18500,1322.87,0.9875
19500,1038.35,0.9875
20500,1058.9,0.9875
21500,1499.46,0.9875
22500,1286.79,0.9875
23500,1460.98,0.9875
24500,1529.14,0.9875
25500,1314.7,0.9875
26500,1177.09,0.9875
27500,1312.55,0.9875
28500,1229.03,0.9875
29500,1207.83,0.9875
30000,1018.38,0.9875
