nprobe,peak_memory_before_MB,peak_memory_after_MB
500,99.9219,99.9219
1500,100.113,100.113
2500,99.9883,99.9883
3500,100.074,100.074
4500,99.9258,99.9258
5500,100.105,100.105
6500,99.9023,99.9023
7500,100.141,100.141
8500,100.031,100.031
9500,99.9531,99.9531
10500,100.047,100.047
11500,100.07,100.07
12500,100.047,100.047
13500,99.7461,99.7461
14500,100.051,100.051
15500,100.113,100.113
16500,100.012,100.012
17500,99.8867,99.8867
18500,99.9922,99.9922
19500,99.8516,99.8516
20500,100.047,100.047
21500,100.027,100.027
22500,99.8867,99.8867
23500,100.035,100.035
24500,99.8672,99.8672
25500,100.051,100.051
26500,100.07,100.07
27500,100.102,100.102
28500,100.078,100.078
29500,99.8477,99.8477
30000,99.8633,99.8633
