nprobe,QPS,Recall@10
500,7266.2,0.9665
1500,4543.61,0.977
2500,3606.72,0.9775
3500,2759.28,0.9775
4500,2537.55,0.9775
5500,2124.85,0.9775
6500,1904.88,0.9775
7500,1770.85,0.9775
8500,1649.02,0.9775
9500,1589.67,0.9775
10500,1549.37,0.9775
11500,1524.45,0.9775
12500,1648.24,0.9775
13500,1568.52,0.9775
14500,1572.14,0.9775
15500,1592.82,0.9775
16500,1551.44,0.9775
17500,1597.92,0.9775
18500,1554.01,0.9775
19500,1536.69,0.9775
20500,1541.4,0.9775
21500,1524.9,0.9775
22500,1534.42,0.9775
23500,1533.85,0.9775
24500,1712.47,0.9775
25500,1735.05,0.9775
26500,1744.18,0.9775
27500,1841.64,0.9775
28500,1884.09,0.9775
29500,1887.04,0.9775
30000,1874.48,0.9775
