nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.98,1111.98
1500,1111.98,1111.98
2500,1111.75,1111.75
3500,1111.85,1111.85
4500,1111.75,1111.75
5500,1111.78,1111.78
6500,1111.73,1111.73
7500,1111.91,1111.91
8500,1111.78,1111.78
9500,1111.69,1111.69
10500,1111.79,1111.79
11500,1111.93,1111.93
12500,1111.91,1111.91
13500,1111.73,1111.73
14500,1111.72,1111.72
15500,1111.65,1111.65
16500,1111.87,1111.87
17500,1111.99,1111.99
18500,1111.69,1111.69
19500,1111.95,1111.95
20500,1111.59,1111.59
21500,1111.92,1111.92
22500,1111.89,1111.89
23500,1111.84,1111.84
24500,1112,1112
25500,1111.84,1111.84
26500,1111.82,1111.82
27500,1111.89,1111.89
28500,1112.02,1112.02
29500,1111.95,1111.95
30000,1111.88,1111.88
