nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.11,7505.11
1500,7504.95,7504.95
2500,7505.18,7505.18
3500,7505.19,7505.19
4500,7505.17,7505.17
5500,7504.98,7504.98
6500,7505.19,7505.19
7500,7505.09,7505.09
8500,7505.17,7505.17
9500,7505.27,7505.27
10500,7505.01,7505.01
11500,7505.23,7505.23
12500,7504.96,7504.96
13500,7505.19,7505.19
14500,7504.98,7504.98
15500,7504.99,7504.99
16500,7505.26,7505.26
17500,7505.14,7505.14
18500,7505.16,7505.16
19500,7505.01,7505.01
20500,7505.22,7505.22
21500,7505.07,7505.07
22500,7504.92,7504.92
23500,7504.92,7504.92
24500,7504.95,7504.95
25500,7505.05,7505.05
26500,7505.17,7505.17
27500,7505.29,7505.29
28500,7504.95,7504.95
29500,7505.18,7505.18
30000,7505.05,7505.05
