nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.8,1111.8
1500,1111.7,1111.7
2500,1111.65,1111.65
3500,1111.91,1111.91
4500,1111.87,1111.87
5500,1111.86,1111.86
6500,1111.86,1111.86
7500,1111.84,1111.84
8500,1111.59,1111.59
9500,1111.91,1111.91
10500,1111.89,1111.89
11500,1111.96,1111.96
12500,1111.76,1111.76
13500,1111.64,1111.64
14500,1111.7,1111.7
15500,1111.84,1111.84
16500,1111.59,1111.59
17500,1111.72,1111.72
18500,1111.95,1111.95
19500,1111.82,1111.82
20500,1112,1112
21500,1111.93,1111.93
22500,1111.71,1111.71
23500,1111.85,1111.85
24500,1111.89,1111.89
25500,1111.73,1111.73
26500,1111.75,1111.75
27500,1112.02,1112.02
28500,1111.79,1111.79
29500,1111.91,1111.91
30000,1111.71,1111.71
