nprobe,QPS,Recall@10
500,8180.09,0.92
1500,5592.39,0.9715
2500,4783.44,0.9775
3500,3553.21,0.98
4500,2965.13,0.98
5500,2566.68,0.98
6500,2233.28,0.9795
7500,1934.35,0.9795
8500,1911.34,0.9795
9500,1614.97,0.9795
10500,1469.91,0.9795
11500,1338.27,0.9795
12500,1278.88,0.9795
13500,1116,0.9795
14500,1055.96,0.9795
15500,1010.88,0.9795
16500,904.201,0.9795
17500,834.143,0.9795
18500,814.405,0.9795
19500,757.148,0.9795
20500,667,0.9795
21500,631.841,0.9795
22500,608.474,0.9795
23500,589.613,0.9795
24500,543.727,0.9795
25500,521.509,0.9795
26500,478.498,0.9795
27500,499.31,0.9795
28500,483.04,0.9795
29500,470.834,0.9795
30000,466.082,0.9795
