nprobe,QPS,Recall@10
500,12689.2,0.8956
1500,5242.44,0.9796
2500,3500.58,0.9848
3500,2820.69,0.9848
4500,2246.42,0.9848
5500,2332.78,0.9848
6500,2133.38,0.9848
7500,2104.24,0.9848
8500,2292.53,0.9848
9500,2129.62,0.9848
10500,2033.97,0.9848
11500,2107.11,0.9848
12500,2128.34,0.9848
13500,2080.44,0.9848
14500,2297.64,0.9848
15500,2114.2,0.9848
16500,2195.77,0.9848
17500,2228.78,0.9848
18500,2045.93,0.9848
19500,2018.79,0.9848
20500,2074.75,0.9848
21500,2167.38,0.9848
22500,2215.65,0.9848
23500,2179.71,0.9848
24500,2057.03,0.9848
25500,2146.11,0.9848
26500,2174.98,0.9848
27500,2184.08,0.9848
28500,2143.88,0.9848
29500,2030.18,0.9848
30000,1955.35,0.9848
