nprobe,QPS,Recall@10
500,6855.95,0.339
1500,7135.14,0.339
2500,6575.55,0.339
3500,6659.81,0.339
4500,6751,0.339
5500,6426.64,0.339
6500,6798.94,0.339
7500,6441.69,0.339
8500,6448.76,0.339
9500,6315.41,0.339
10500,6384.4,0.339
11500,6326.85,0.339
12500,6512.45,0.339
13500,6328.79,0.339
14500,6403.63,0.339
15500,6662.37,0.339
16500,6390.13,0.339
17500,6516.45,0.339
18500,6360.15,0.339
19500,6635.61,0.339
20500,6749.14,0.339
21500,6945.23,0.339
22500,6942.46,0.339
23500,6632.2,0.339
24500,6419.13,0.339
25500,6392.65,0.339
26500,6341.8,0.339
27500,6908.25,0.339
28500,6501.36,0.339
29500,6467.44,0.339
30000,6381.67,0.339
