nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1019.04,1019.04
1500,1018.87,1018.87
2500,1018.93,1018.93
3500,1019.08,1019.08
4500,1018.87,1018.87
5500,1019.16,1019.16
6500,1018.93,1018.93
7500,1019.03,1019.03
8500,1019.08,1019.08
9500,1019.16,1019.16
10500,1019.06,1019.06
11500,1019.11,1019.11
12500,1018.98,1018.98
13500,1019.04,1019.04
14500,1019,1019
15500,1019.09,1019.09
16500,1019.05,1019.05
17500,1018.85,1018.85
18500,1019.01,1019.01
19500,1018.98,1018.98
20500,1019.1,1019.1
21500,1018.87,1018.87
22500,1018.89,1018.89
23500,1019.15,1019.15
24500,1019.09,1019.09
25500,1018.82,1018.82
26500,1018.95,1018.95
27500,1019.15,1019.15
28500,1019.13,1019.13
29500,1019.22,1019.22
30000,1019.11,1019.11
