nprobe,QPS,Recall@10
500,11053.6,0.23554
1500,7870.64,0.50158
2500,6178.52,0.63065
3500,5035,0.71138
4500,4230.78,0.76633
5500,3681.21,0.80559
6500,3263.14,0.83537
7500,2916.55,0.8581
8500,2617.49,0.87615
9500,2392.26,0.89174
10500,2209.93,0.90369
11500,2048.64,0.91359
12500,1909.57,0.92213
13500,1782.33,0.92904
14500,1671.21,0.93514
15500,1581.84,0.9405
16500,1495.14,0.94501
17500,1413.43,0.94929
18500,1345.97,0.95262
19500,1268.76,0.95568
20500,1212.45,0.95836
21500,1157.6,0.96125
22500,1113.91,0.96348
23500,1052.61,0.96525
24500,1019.8,0.96714
25500,987.754,0.96882
26500,954.891,0.97023
27500,923.856,0.97161
28500,888.64,0.97275
29500,864.138,0.97396
30000,844.765,0.9745
