nprobe,QPS,Recall@10
500,24096,0.3687
1500,9404.4,0.5889
2500,6072.19,0.7034
3500,4499.4,0.7666
4500,3571.78,0.8062
5500,2974.58,0.8346
6500,2544.26,0.8614
7500,2219.08,0.8809
8500,1964.94,0.8953
9500,1770.87,0.9092
10500,1599.13,0.9197
11500,1466.21,0.9281
12500,1359.95,0.9347
13500,1268.49,0.9407
14500,1182.84,0.9469
15500,1110.65,0.9516
16500,1039.61,0.9565
17500,987.865,0.9592
18500,900.966,0.9623
19500,891.801,0.9643
20500,845.864,0.9669
21500,811.477,0.968
22500,774.419,0.9699
23500,745.177,0.9708
24500,719.863,0.9722
25500,688.242,0.974
26500,665.293,0.9755
27500,644.71,0.9764
28500,625.33,0.9771
29500,603.463,0.9776
30000,592.137,0.978
