nprobe,QPS,Recall@10
500,3017,0.9745
1500,3176.12,0.9745
2500,3173.2,0.9745
3500,3058.31,0.9745
4500,1935.89,0.9745
5500,2066.62,0.9745
6500,2076.51,0.9745
7500,3176.89,0.9745
8500,3099.12,0.9745
9500,3144.11,0.9745
10500,3161.16,0.9745
11500,3164.22,0.9745
12500,3168.16,0.9745
13500,3162.03,0.9745
14500,3122.16,0.9745
15500,3161.28,0.9745
16500,3152.66,0.9745
17500,2808.67,0.9745
18500,2900.55,0.9745
19500,2676.04,0.9745
20500,2743.13,0.9745
21500,2908.63,0.9745
22500,2109.92,0.9745
23500,2811.07,0.9745
24500,2758.99,0.9745
25500,3095.63,0.9745
26500,2890.52,0.9745
27500,2821.91,0.9745
28500,2192.67,0.9745
29500,2771.3,0.9745
30000,2953.65,0.9745
