nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1030.61,1030.61
1500,1030.77,1030.77
2500,1030.57,1030.57
3500,1030.76,1030.76
4500,1030.48,1030.48
5500,1030.59,1030.59
6500,1030.71,1030.71
7500,1030.59,1030.59
8500,1030.67,1030.67
9500,1030.66,1030.66
10500,1030.48,1030.48
11500,1030.7,1030.7
12500,1030.52,1030.52
13500,1030.5,1030.5
14500,1030.71,1030.71
15500,1030.64,1030.64
16500,1030.72,1030.72
17500,1030.61,1030.61
18500,1030.54,1030.54
19500,1030.77,1030.77
20500,1030.75,1030.75
21500,1030.68,1030.68
22500,1030.58,1030.58
23500,1030.44,1030.44
24500,1030.46,1030.46
25500,1030.73,1030.73
26500,1030.66,1030.66
27500,1030.57,1030.57
28500,1030.62,1030.62
29500,1030.59,1030.59
30000,1030.83,1030.83
