nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7627.31,7627.31
1500,7627.25,7627.25
2500,7627.34,7627.34
3500,7627.18,7627.18
4500,7627.11,7627.11
5500,7627.27,7627.27
6500,7627.14,7627.14
7500,7627.32,7627.32
8500,7627.29,7627.29
9500,7627.25,7627.25
10500,7627.11,7627.11
11500,7627.27,7627.27
12500,7627.02,7627.02
13500,7627.15,7627.15
14500,7627.02,7627.02
15500,7627.28,7627.28
16500,7627.02,7627.02
17500,7627.11,7627.11
18500,7627.18,7627.18
19500,7627.21,7627.21
20500,7627.18,7627.18
21500,7627.18,7627.18
22500,7627.27,7627.27
23500,7627.34,7627.34
24500,7627.04,7627.04
25500,7627.34,7627.34
26500,7626.98,7626.98
27500,7627.18,7627.18
28500,7627.3,7627.3
29500,7627.11,7627.11
30000,7627.12,7627.12
