nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1153.84,1153.84
1500,1154.04,1154.04
2500,1154.1,1154.1
3500,1153.84,1153.84
4500,1154.13,1154.13
5500,1154,1154
6500,1154.02,1154.02
7500,1154.11,1154.11
8500,1154.05,1154.05
9500,1153.94,1153.94
10500,1154.02,1154.02
11500,1154.08,1154.08
12500,1154.09,1154.09
13500,1154.09,1154.09
14500,1153.95,1153.95
15500,1153.8,1153.8
16500,1154.14,1154.14
17500,1153.88,1153.88
18500,1153.9,1153.9
19500,1153.94,1153.94
20500,1154.08,1154.08
21500,1153.86,1153.86
22500,1154.11,1154.11
23500,1153.93,1153.93
24500,1154.16,1154.16
25500,1153.93,1153.93
26500,1154.04,1154.04
27500,1153.95,1153.95
28500,1154.11,1154.11
29500,1153.93,1153.93
30000,1153.87,1153.87
