nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1256.3,1256.3
1500,1256.32,1256.32
2500,1256.41,1256.41
3500,1256.11,1256.11
4500,1256.33,1256.33
5500,1256.33,1256.33
6500,1256.38,1256.38
7500,1256.36,1256.36
8500,1256.25,1256.25
9500,1256.41,1256.41
10500,1256.18,1256.18
11500,1256.39,1256.39
12500,1256.41,1256.41
13500,1256.25,1256.25
14500,1256.39,1256.39
15500,1256.36,1256.36
16500,1256.29,1256.29
17500,1256.34,1256.34
18500,1256.38,1256.38
19500,1256.39,1256.39
20500,1256.49,1256.49
21500,1256.48,1256.48
22500,1256.41,1256.41
23500,1256.4,1256.4
24500,1256.36,1256.36
25500,1256.31,1256.31
26500,1256.39,1256.39
27500,1256.39,1256.39
28500,1256.12,1256.12
29500,1256.16,1256.16
30000,1256.33,1256.33
